eventID,occurenceID,associatedSequences,basisOfRecord,preparations,organismQuantity,organismQuantityType,identificationRemarks,taxonConceptID,nameAccordingTo,scientificName,kingdom,phylum,class,order,family,genus,specificEpithet,taxonRank
Jaedraas-B,ERS3508483-ASV_000094,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000094,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000093,,MATERIAL_SAMPLE,DNA extract,161,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1587494.08FU,http://dx.doi.org/10.15156/BIO/SH1587494.08FU,ASV_000093,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Elaphomycetaceae,Elaphomyces,muricatus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000095,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000095,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000096,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000096,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000097,,MATERIAL_SAMPLE,DNA extract,132,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000097,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000098,,MATERIAL_SAMPLE,DNA extract,132,DNA sequence reads,SINTAX confidence 0.99 to species level for ITS2 sequence,SH1564442.08FU,http://dx.doi.org/10.15156/BIO/SH1564442.08FU,ASV_000098,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,chlamydosporicum,UNRANKED
Jaedraas-B,ERS3508483-ASV_000099,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1505976.08FU,http://dx.doi.org/10.15156/BIO/SH1505976.08FU,ASV_000099,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,camphoratus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000104,,MATERIAL_SAMPLE,DNA extract,75,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000104,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000102,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000102,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000100,,MATERIAL_SAMPLE,DNA extract,139,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000100,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000106,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000106,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000105,,MATERIAL_SAMPLE,DNA extract,130,DNA sequence reads,SINTAX confidence 0.98 to genus level for ITS2 sequence,,,ASV_000105,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000091,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000091,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000103,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000103,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000107,,MATERIAL_SAMPLE,DNA extract,137,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000107,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000110,,MATERIAL_SAMPLE,DNA extract,134,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000110,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000108,,MATERIAL_SAMPLE,DNA extract,125,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000108,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000109,,MATERIAL_SAMPLE,DNA extract,143,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000109,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000115,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000115,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000113,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000113,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000112,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000112,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000111,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000111,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000117,,MATERIAL_SAMPLE,DNA extract,3,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1523755.08FU,http://dx.doi.org/10.15156/BIO/SH1523755.08FU,ASV_000117,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leotiaceae,Pezoloma,ericae,UNRANKED
Jaedraas-B,ERS3508483-ASV_000116,,MATERIAL_SAMPLE,DNA extract,119,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000116,Fungi,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000114,,MATERIAL_SAMPLE,DNA extract,114,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000114,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000120,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000120,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000119,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1509369.08FU,http://dx.doi.org/10.15156/BIO/SH1509369.08FU,ASV_000119,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetales_fam_Incertae_sedis,Resinicium,bicolor,UNRANKED
Jaedraas-B,ERS3508483-ASV_000122,,MATERIAL_SAMPLE,DNA extract,118,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000122,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-B,ERS3508483-ASV_000121,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000121,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000118,,MATERIAL_SAMPLE,DNA extract,26,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000118,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000126,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000126,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000123,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545254.08FU,http://dx.doi.org/10.15156/BIO/SH1545254.08FU,ASV_000123,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,suberi,UNRANKED
Jaedraas-B,ERS3508483-ASV_000124,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1564461.08FU,http://dx.doi.org/10.15156/BIO/SH1564461.08FU,ASV_000124,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,periconioides,UNRANKED
Jaedraas-B,ERS3508483-ASV_000127,,MATERIAL_SAMPLE,DNA extract,12,DNA sequence reads,SINTAX confidence 0.98 to class level for ITS2 sequence,,,ASV_000127,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000125,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000125,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000129,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1564287.08FU,http://dx.doi.org/10.15156/BIO/SH1564287.08FU,ASV_000129,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Pseudotomentella,tristis,UNRANKED
Jaedraas-B,ERS3508483-ASV_000128,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000128,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000130,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000130,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000132,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000132,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000131,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000131,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000134,,MATERIAL_SAMPLE,DNA extract,100,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1556760.08FU,http://dx.doi.org/10.15156/BIO/SH1556760.08FU,ASV_000134,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,finlayi,UNRANKED
Jaedraas-B,ERS3508483-ASV_000135,,MATERIAL_SAMPLE,DNA extract,4,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000135,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000136,,MATERIAL_SAMPLE,DNA extract,98,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000136,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000133,,MATERIAL_SAMPLE,DNA extract,98,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000133,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000137,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000137,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000140,,MATERIAL_SAMPLE,DNA extract,8,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000140,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-B,ERS3508483-ASV_000139,,MATERIAL_SAMPLE,DNA extract,94,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000139,Fungi,Ascomycota,Sordariomycetes,Sordariales,Sordariaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000138,,MATERIAL_SAMPLE,DNA extract,73,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000138,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000145,,MATERIAL_SAMPLE,DNA extract,79,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000145,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000143,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000143,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000144,,MATERIAL_SAMPLE,DNA extract,26,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1571571.08FU,http://dx.doi.org/10.15156/BIO/SH1571571.08FU,ASV_000144,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Tylospora,fibrillosa,UNRANKED
Jaedraas-B,ERS3508483-ASV_000141,,MATERIAL_SAMPLE,DNA extract,87,DNA sequence reads,SINTAX confidence 1.00 to class level for ITS2 sequence,,,ASV_000141,Fungi,Ascomycota,Leotiomycetes,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000146,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000146,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Meliniomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000147,,MATERIAL_SAMPLE,DNA extract,11,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000147,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000149,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000149,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000150,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000150,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000148,,MATERIAL_SAMPLE,DNA extract,7,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000148,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000151,,MATERIAL_SAMPLE,DNA extract,81,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1577956.08FU,http://dx.doi.org/10.15156/BIO/SH1577956.08FU,ASV_000151,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,caprimulgi,UNRANKED
Jaedraas-B,ERS3508483-ASV_000155,,MATERIAL_SAMPLE,DNA extract,76,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000155,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000153,,MATERIAL_SAMPLE,DNA extract,77,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000153,Fungi,Ascomycota,Xylonomycetes,GS34,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000142,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH2189985.08FU,http://dx.doi.org/10.15156/BIO/SH2189985.08FU,ASV_000142,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,odoratum,UNRANKED
Jaedraas-B,ERS3508483-ASV_000154,,MATERIAL_SAMPLE,DNA extract,6,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000154,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000152,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1545319.08FU,http://dx.doi.org/10.15156/BIO/SH1545319.08FU,ASV_000152,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,lux-nymphae,UNRANKED
Jaedraas-B,ERS3508483-ASV_000156,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000156,Fungi,Ascomycota,Sordariomycetes,Sordariales,Cephalothecaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000157,,MATERIAL_SAMPLE,DNA extract,64,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000157,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000158,,MATERIAL_SAMPLE,DNA extract,53,DNA sequence reads,,,,ASV_000158,,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000160,,MATERIAL_SAMPLE,DNA extract,62,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000160,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000159,,MATERIAL_SAMPLE,DNA extract,62,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000159,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000163,,MATERIAL_SAMPLE,DNA extract,39,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000163,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000161,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000161,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000167,,MATERIAL_SAMPLE,DNA extract,60,DNA sequence reads,SINTAX confidence 1.00 to kingdom level for ITS2 sequence,,,ASV_000167,Fungi,,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000165,,MATERIAL_SAMPLE,DNA extract,64,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1644964.08FU,http://dx.doi.org/10.15156/BIO/SH1644964.08FU,ASV_000165,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,pinophilus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000162,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000162,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000164,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000164,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000166,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000166,Fungi,Basidiomycota,Agaricomycetes,Trechisporales,Hydnodontaceae,Trechispora,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000169,,MATERIAL_SAMPLE,DNA extract,21,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1608141.08FU,http://dx.doi.org/10.15156/BIO/SH1608141.08FU,ASV_000169,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,macrocystis,UNRANKED
Jaedraas-B,ERS3508483-ASV_000170,,MATERIAL_SAMPLE,DNA extract,43,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000170,Fungi,Basidiomycota,GS25,GS25,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000168,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1519108.08FU,http://dx.doi.org/10.15156/BIO/SH1519108.08FU,ASV_000168,Fungi,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Lactarius,mammosus,UNRANKED
Jaedraas-B,ERS3508483-ASV_000172,,MATERIAL_SAMPLE,DNA extract,57,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000172,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000176,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000176,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000171,,MATERIAL_SAMPLE,DNA extract,1,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000171,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000173,,MATERIAL_SAMPLE,DNA extract,33,DNA sequence reads,SINTAX confidence 1.00 to order level for ITS2 sequence,,,ASV_000173,Fungi,Basidiomycota,Microbotryomycetes,Leucosporidiales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000175,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to species level for ITS2 sequence,SH1629831.08FU,http://dx.doi.org/10.15156/BIO/SH1629831.08FU,ASV_000175,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,pulchella,UNRANKED
Jaedraas-B,ERS3508483-ASV_000177,,MATERIAL_SAMPLE,DNA extract,53,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000177,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000174,,MATERIAL_SAMPLE,DNA extract,46,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000174,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000178,,MATERIAL_SAMPLE,DNA extract,49,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000178,Fungi,Basidiomycota,Geminibasidiomycetes,Geminibasidiales,Geminibasidiaceae,Geminibasidium,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000181,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000181,Fungi,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000182,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 1.00 to family level for ITS2 sequence,,,ASV_000182,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000184,,MATERIAL_SAMPLE,DNA extract,41,DNA sequence reads,SINTAX confidence 0.99 to order level for ITS2 sequence,,,ASV_000184,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000180,,MATERIAL_SAMPLE,DNA extract,42,DNA sequence reads,SINTAX confidence 1.00 to phylum level for ITS2 sequence,,,ASV_000180,Fungi,Ascomycota,,,,,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000179,,MATERIAL_SAMPLE,DNA extract,2,DNA sequence reads,SINTAX confidence 1.00 to genus level for ITS2 sequence,,,ASV_000179,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius,,UNRANKED
Jaedraas-B,ERS3508483-ASV_000183,,MATERIAL_SAMPLE,DNA extract,0,DNA sequence reads,SINTAX confidence 0.98 to species level for ITS2 sequence,SH1564463.08FU,http://dx.doi.org/10.15156/BIO/SH1564463.08FU,ASV_000183,Fungi,Ascomycota,Leotiomycetes,Helotiales,Myxotrichaceae,Oidiodendron,echinulatum,UNRANKED
